,address,town,blk_no,street,max_floor_lvl,latitude,longitude
30480,411 HOUGANG AVE 10,HOUGANG,411,HOUGANG AVE 10,13.0,1.3741324,103.8951914
30485,411 JURONG WEST ST 42,JURONG WEST,411,JURONG WEST ST 42,12.0,1.35371215,103.7252481
30489,411 PANDAN GDNS,JURONG EAST,411,PANDAN GDNS,15.0,1.3189784499999997,103.7466887
30495,411 PASIR RIS DR 6,PASIR RIS,411,PASIR RIS DR 6,11.0,1.37255095,103.9544748
30501,411 SAUJANA RD,BUKIT PANJANG,411,SAUJANA RD,4.0,1.3829056499999999,103.76744459999999
30503,411 SEMBAWANG DR,SEMBAWANG,411,SEMBAWANG DR,14.0,1.4523076999999998,103.8180463
30510,411 SERANGOON CTRL,SERANGOON,411,SERANGOON CTRL,13.0,1.3486068,103.8738538
30517,411 TAMPINES ST 41,TAMPINES,411,TAMPINES ST 41,12.0,1.359146,103.94624509999998
30524,411 WOODLANDS ST 41,WOODLANDS,411,WOODLANDS ST 41,12.0,1.42848535,103.7728436
30530,411 YISHUN RING RD,YISHUN,411,YISHUN RING RD,10.0,1.4254834,103.84733939999998
30538,411A FERNVALE RD,SENGKANG,411A,FERNVALE RD,25.0,1.39055765,103.8768636
30544,411B FERNVALE RD,SENGKANG,411B,FERNVALE RD,25.0,1.39014345,103.8770639
30549,412 ANG MO KIO AVE 10,ANG MO KIO,412,ANG MO KIO AVE 10,12.0,1.3638542,103.8552899
30553,412 BEDOK NTH AVE 2,BEDOK,412,BEDOK NTH AVE 2,9.0,1.3293218000000002,103.93109039999999
30557,412 C'WEALTH AVE WEST,CLEMENTI,412,C'WEALTH AVE WEST,14.0,1.3109176,103.7707933
30562,412 CHOA CHU KANG AVE 3,CHOA CHU KANG,412,CHOA CHU KANG AVE 3,15.0,1.3816301,103.7421019
30567,412 EUNOS RD 5,GEYLANG,412,EUNOS RD 5,11.0,1.31832155,103.8990498
30573,412 HOUGANG AVE 10,HOUGANG,412,HOUGANG AVE 10,4.0,1.3748168999999997,103.89528730000002
30577,412 JURONG WEST ST 42,JURONG WEST,412,JURONG WEST ST 42,12.0,1.35331715,103.7259139
30581,412 PANDAN GDNS,JURONG EAST,412,PANDAN GDNS,15.0,1.31958995,103.7470898
30586,412 PASIR RIS DR 6,PASIR RIS,412,PASIR RIS DR 6,13.0,1.37340945,103.9551316
30593,412 SAUJANA RD,BUKIT PANJANG,412,SAUJANA RD,12.0,1.38289445,103.7683209
30601,412 SEMBAWANG DR,SEMBAWANG,412,SEMBAWANG DR,14.0,1.4520248,103.8184148
30608,412 SERANGOON CTRL,SERANGOON,412,SERANGOON CTRL,11.0,1.34855005,103.8732101
30613,412 TAMPINES ST 41,TAMPINES,412,TAMPINES ST 41,12.0,1.3594609,103.9462552
30621,412 WOODLANDS ST 41,WOODLANDS,412,WOODLANDS ST 41,12.0,1.4281394,103.7728876
30628,412 YISHUN RING RD,YISHUN,412,YISHUN RING RD,9.0,1.4255852,103.847005
30633,412A FERNVALE LINK,SENGKANG,412A,FERNVALE LINK,23.0,1.3891961,103.8779755
30642,412B FERNVALE LINK,SENGKANG,412B,FERNVALE LINK,23.0,1.3897826,103.8779793
30651,413 ANG MO KIO AVE 10,ANG MO KIO,413,ANG MO KIO AVE 10,12.0,1.363528,103.853702
30655,413 BEDOK NTH AVE 2,BEDOK,413,BEDOK NTH AVE 2,25.0,1.33027615,103.9310908
30661,413 BT BATOK WEST AVE 4,BUKIT BATOK,413,BT BATOK WEST AVE 4,4.0,1.3638505,103.7464235
30663,413 C'WEALTH AVE WEST,CLEMENTI,413,C'WEALTH AVE WEST,25.0,1.3115214,103.77060950000002
30669,413 CHOA CHU KANG AVE 3,CHOA CHU KANG,413,CHOA CHU KANG AVE 3,15.0,1.3813772,103.7426889
30673,413 EUNOS RD 5,GEYLANG,413,EUNOS RD 5,11.0,1.31858665,103.8990418
30677,413 HOUGANG AVE 10,HOUGANG,413,HOUGANG AVE 10,13.0,1.3745694,103.8956204
30682,413 JURONG WEST ST 42,JURONG WEST,413,JURONG WEST ST 42,12.0,1.3532227,103.72538809999999
30686,413 PANDAN GDNS,JURONG EAST,413,PANDAN GDNS,25.0,1.31949,103.7479623
30692,413 PASIR RIS DR 6,PASIR RIS,413,PASIR RIS DR 6,4.0,1.37271885,103.9555253
30693,413 SAUJANA RD,BUKIT PANJANG,413,SAUJANA RD,11.0,1.3824027,103.7685719
30699,413 SEMBAWANG DR,SEMBAWANG,413,SEMBAWANG DR,14.0,1.45160205,103.8177426
30708,413 SERANGOON CTRL,SERANGOON,413,SERANGOON CTRL,11.0,1.348985,103.8736713
30714,413 TAMPINES ST 41,TAMPINES,413,TAMPINES ST 41,4.0,1.3594572,103.9455303
30717,413 WOODLANDS ST 41,WOODLANDS,413,WOODLANDS ST 41,13.0,1.4275513,103.7731828
30722,413 YISHUN RING RD,YISHUN,413,YISHUN RING RD,9.0,1.4251032,103.846189
30729,413A FERNVALE LINK,SENGKANG,413A,FERNVALE LINK,23.0,1.3892187500000002,103.87864129999998
30736,413B FERNVALE LINK,SENGKANG,413B,FERNVALE LINK,23.0,1.38979405,103.8785724
30746,414 ANG MO KIO AVE 10,ANG MO KIO,414,ANG MO KIO AVE 10,12.0,1.3640736999999998,103.8534854
30750,414 BEDOK NTH AVE 2,BEDOK,414,BEDOK NTH AVE 2,25.0,1.33002315,103.9299176
30756,414 BT BATOK WEST AVE 4,BUKIT BATOK,414,BT BATOK WEST AVE 4,12.0,1.3635581,103.7459986
30764,414 C'WEALTH AVE WEST,CLEMENTI,414,C'WEALTH AVE WEST,25.0,1.3115881,103.7717297
30770,414 CHOA CHU KANG AVE 4,CHOA CHU KANG,414,CHOA CHU KANG AVE 4,12.0,1.38198165,103.7420768
30776,414 EUNOS RD 5,GEYLANG,414,EUNOS RD 5,4.0,1.3180993999999997,103.89825259999999
30778,414 HOUGANG AVE 10,HOUGANG,414,HOUGANG AVE 10,13.0,1.37497165,103.8958593
30782,414 JURONG WEST ST 42,JURONG WEST,414,JURONG WEST ST 42,12.0,1.3528121,103.7260107
30786,414 PANDAN GDNS,JURONG EAST,414,PANDAN GDNS,12.0,1.3200632,103.7472982
30790,414 PASIR RIS DR 6,PASIR RIS,414,PASIR RIS DR 6,13.0,1.37234045,103.9563127
30799,414 SAUJANA RD,BUKIT PANJANG,414,SAUJANA RD,4.0,1.38273355,103.769066
30800,414 SEMBAWANG DR,SEMBAWANG,414,SEMBAWANG DR,14.0,1.4513199,103.8181437
30809,414 SERANGOON CTRL,SERANGOON,414,SERANGOON CTRL,11.0,1.3489917,103.8743296
30815,414 TAMPINES ST 41,TAMPINES,414,TAMPINES ST 41,10.0,1.3597629,103.9465439
30821,414 WOODLANDS ST 41,WOODLANDS,414,WOODLANDS ST 41,13.0,1.4279383,103.7734152
30830,414A FERNVALE LINK,SENGKANG,414A,FERNVALE LINK,22.0,1.3895406,103.879735
30842,414B FERNVALE LINK,SENGKANG,414B,FERNVALE LINK,22.0,1.39002175,103.8798088
30854,415 ANG MO KIO AVE 10,ANG MO KIO,415,ANG MO KIO AVE 10,12.0,1.3645141,103.8534693
30858,415 BEDOK NTH AVE 2,BEDOK,415,BEDOK NTH AVE 2,25.0,1.32963155,103.9302479
30862,415 BT BATOK WEST AVE 4,BUKIT BATOK,415,BT BATOK WEST AVE 4,4.0,1.36323895,103.7466279
30865,415 C'WEALTH AVE WEST,CLEMENTI,415,C'WEALTH AVE WEST,25.0,1.3110129,103.7717431
30871,415 CHOA CHU KANG AVE 4,CHOA CHU KANG,415,CHOA CHU KANG AVE 4,4.0,1.38274665,103.7424865
30874,415 EUNOS RD 5,GEYLANG,415,EUNOS RD 5,17.0,1.31832005,103.8976593
30884,415 HOUGANG AVE 10,HOUGANG,415,HOUGANG AVE 10,10.0,1.375203,103.8964763
30892,415 JURONG WEST ST 42,JURONG WEST,415,JURONG WEST ST 42,12.0,1.35285205,103.7248892
30897,415 PANDAN GDNS,JURONG EAST,415,PANDAN GDNS,4.0,1.3207601,103.748245
30899,415 PASIR RIS DR 6,PASIR RIS,415,PASIR RIS DR 6,13.0,1.3720076,103.9563985
30909,415 SAUJANA RD,BUKIT PANJANG,415,SAUJANA RD,11.0,1.3833007,103.7690352
30916,415 SEMBAWANG DR,SEMBAWANG,415,SEMBAWANG DR,14.0,1.4515717,103.8185196
30921,415 SERANGOON CTRL,SERANGOON,415,SERANGOON CTRL,11.0,1.3497852,103.8744892
30927,415 TAMPINES ST 41,TAMPINES,415,TAMPINES ST 41,4.0,1.3595272,103.946957
30929,415 WOODLANDS ST 41,WOODLANDS,415,WOODLANDS ST 41,13.0,1.4279007,103.7740122
30935,415 YISHUN AVE 11,YISHUN,415,YISHUN AVE 11,10.0,1.424346,103.8458772
30942,415A FERNVALE LINK,SENGKANG,415A,FERNVALE LINK,22.0,1.3889914,103.8797303
30954,415B FERNVALE LINK,SENGKANG,415B,FERNVALE LINK,21.0,1.3888404,103.8801156
30966,415C FERNVALE LINK,SENGKANG,415C,FERNVALE LINK,21.0,1.3893479,103.8803676
30978,416 ANG MO KIO AVE 10,ANG MO KIO,416,ANG MO KIO AVE 10,14.0,1.36455165,103.8550857
30985,416 BEDOK NTH AVE 2,BEDOK,416,BEDOK NTH AVE 2,9.0,1.32821835,103.9307266
30989,416 BT BATOK WEST AVE 4,BUKIT BATOK,416,BT BATOK WEST AVE 4,12.0,1.3632089,103.7460274
30996,416 CANBERRA RD,SEMBAWANG,416,CANBERRA RD,14.0,1.4518666,103.8190065
31001,416 CHOA CHU KANG AVE 4,CHOA CHU KANG,416,CHOA CHU KANG AVE 4,15.0,1.3833031,103.7420326
31009,416 CLEMENTI AVE 1,CLEMENTI,416,CLEMENTI AVE 1,40.0,1.31039935,103.7712869
31015,416 EUNOS RD 5,GEYLANG,416,EUNOS RD 5,4.0,1.3179557,103.897497
31017,416 HOUGANG AVE 10,HOUGANG,416,HOUGANG AVE 10,10.0,1.37549715,103.8959077
31022,416 JURONG WEST ST 42,JURONG WEST,416,JURONG WEST ST 42,12.0,1.3524812,103.7258054
31027,416 PANDAN GDNS,JURONG EAST,416,PANDAN GDNS,4.0,1.3209847,103.7483867
31029,416 PASIR RIS DR 6,PASIR RIS,416,PASIR RIS DR 6,13.0,1.3716565,103.9556941
31037,416 SAUJANA RD,BUKIT PANJANG,416,SAUJANA RD,12.0,1.383179,103.768475
31044,416 SERANGOON CTRL,SERANGOON,416,SERANGOON CTRL,11.0,1.3502102,103.8748556
31049,416 TAMPINES ST 41,TAMPINES,416,TAMPINES ST 41,12.0,1.35899685,103.9476741
31056,416 WOODLANDS ST 41,WOODLANDS,416,WOODLANDS ST 41,13.0,1.42830925,103.7737217
31063,416 YISHUN AVE 11,YISHUN,416,YISHUN AVE 11,10.0,1.4238383,103.8458786
31068,416A FERNVALE LINK,SENGKANG,416A,FERNVALE LINK,22.0,1.3905714,103.8799445
31080,416B FERNVALE LINK,SENGKANG,416B,FERNVALE LINK,21.0,1.3905124,103.8804853
31091,416C FERNVALE LINK,SENGKANG,416C,FERNVALE LINK,21.0,1.38990545,103.8803844
31102,417 ANG MO KIO AVE 10,ANG MO KIO,417,ANG MO KIO AVE 10,14.0,1.3649105499999998,103.8551983
31111,417 BEDOK NTH AVE 2,BEDOK,417,BEDOK NTH AVE 2,25.0,1.3276265,103.9305368
31115,417 BT BATOK WEST AVE 4,BUKIT BATOK,417,BT BATOK WEST AVE 4,12.0,1.36287305,103.7463381
31123,417 CANBERRA RD,SEMBAWANG,417,CANBERRA RD,14.0,1.4520108,103.8194464
31132,417 CHOA CHU KANG AVE 4,CHOA CHU KANG,417,CHOA CHU KANG AVE 4,15.0,1.3830922,103.7414951
31140,417 CLEMENTI AVE 1,CLEMENTI,417,CLEMENTI AVE 1,20.0,1.31027885,103.7707617
31149,417 EUNOS RD 5,GEYLANG,417,EUNOS RD 5,17.0,1.3181764,103.8969016
31157,417 FAJAR RD,BUKIT PANJANG,417,FAJAR RD,4.0,1.38400515,103.7681182
31161,417 HOUGANG AVE 8,HOUGANG,417,HOUGANG AVE 8,13.0,1.37642585,103.8950532
31167,417 JURONG WEST ST 42,JURONG WEST,417,JURONG WEST ST 42,10.0,1.3512453,103.7270006
31175,417 PASIR RIS DR 6,PASIR RIS,417,PASIR RIS DR 6,13.0,1.3719583,103.9555156
31184,417 SERANGOON CTRL,SERANGOON,417,SERANGOON CTRL,13.0,1.3499285500000002,103.8750629
31188,417 TAMPINES ST 41,TAMPINES,417,TAMPINES ST 41,12.0,1.3587795,103.9472846
31194,417 WOODLANDS ST 41,WOODLANDS,417,WOODLANDS ST 41,13.0,1.4289049,103.7741277
31198,418 ANG MO KIO AVE 10,ANG MO KIO,418,ANG MO KIO AVE 10,14.0,1.3649353500000003,103.8540608
31206,418 BEDOK NTH AVE 2,BEDOK,418,BEDOK NTH AVE 2,9.0,1.3287195,103.9300077
31211,418 CANBERRA RD,SEMBAWANG,418,CANBERRA RD,14.0,1.4524045,103.8192509
31219,418 CHOA CHU KANG AVE 4,CHOA CHU KANG,418,CHOA CHU KANG AVE 4,12.0,1.38243365,103.7414493
31225,418 CLEMENTI AVE 1,CLEMENTI,418,CLEMENTI AVE 1,28.0,1.31015975,103.7701753
31233,418 FAJAR RD,BUKIT PANJANG,418,FAJAR RD,16.0,1.3842796,103.7689377
31240,418 HOUGANG AVE 8,HOUGANG,418,HOUGANG AVE 8,13.0,1.3760503,103.8953532
31247,418 JURONG WEST ST 42,JURONG WEST,418,JURONG WEST ST 42,4.0,1.351086,103.7264672
31250,418 PASIR RIS DR 6,PASIR RIS,418,PASIR RIS DR 6,13.0,1.37201575,103.9542035
31254,418 SERANGOON CTRL,SERANGOON,418,SERANGOON CTRL,13.0,1.3496877,103.875243
31257,418 TAMPINES ST 41,TAMPINES,418,TAMPINES ST 41,12.0,1.35826065,103.94754440000001
31265,418 WOODLANDS ST 41,WOODLANDS,418,WOODLANDS ST 41,13.0,1.4287726,103.7746322
31277,419 ANG MO KIO AVE 10,ANG MO KIO,419,ANG MO KIO AVE 10,12.0,1.36529435,103.8541538
31284,419 BEDOK NTH ST 1,BEDOK,419,BEDOK NTH ST 1,12.0,1.326903,103.9281301
31289,419 BT BATOK WEST AVE 2,BUKIT BATOK,419,BT BATOK WEST AVE 2,10.0,1.3621375999999998,103.74625429999999
31296,419 CANBERRA RD,SEMBAWANG,419,CANBERRA RD,14.0,1.4521939,103.8189488
31304,419 CHOA CHU KANG AVE 4,CHOA CHU KANG,419,CHOA CHU KANG AVE 4,14.0,1.38192455,103.741529
31308,419 FAJAR RD,BUKIT PANJANG,419,FAJAR RD,12.0,1.38422345,103.7695533
31315,419 HOUGANG AVE 8,HOUGANG,419,HOUGANG AVE 8,13.0,1.376044,103.895099
31321,419 JURONG WEST ST 42,JURONG WEST,419,JURONG WEST ST 42,12.0,1.3509318,103.72718360000002
31325,419 PASIR RIS DR 6,PASIR RIS,419,PASIR RIS DR 6,11.0,1.3716363,103.9547637
31330,419 SERANGOON CTRL,SERANGOON,419,SERANGOON CTRL,13.0,1.3493449,103.8760731
31338,419 TAMPINES ST 41,TAMPINES,419,TAMPINES ST 41,12.0,1.35803665,103.9464942
31346,419 WOODLANDS ST 41,WOODLANDS,419,WOODLANDS ST 41,12.0,1.4284756,103.7745925
31353,419 YISHUN AVE 11,YISHUN,419,YISHUN AVE 11,10.0,1.42377865,103.8473603
31359,42 BEDOK STH RD,BEDOK,42,BEDOK STH RD,16.0,1.3214934,103.9406853
31365,42 CAMBRIDGE RD,KALLANG/WHAMPOA,42,CAMBRIDGE RD,8.0,1.3158928,103.84969389999999
31368,42 CASSIA CRES,GEYLANG,42,CASSIA CRES,13.0,1.31046115,103.886462
31377,42 CHAI CHEE ST,BEDOK,42,CHAI CHEE ST,13.0,1.3279210500000003,103.92576409999998
31388,42 CIRCUIT RD,GEYLANG,42,CIRCUIT RD,18.0,1.32702425,103.8864787
31395,42 HOLLAND DR,QUEENSTOWN,42,HOLLAND DR,4.0,1.3078678,103.7929611
31397,42 JLN BAHAGIA,KALLANG/WHAMPOA,42,JLN BAHAGIA,2.0,1.3272263,103.856967
31398,42 KIM CHENG ST,BUKIT MERAH,42,KIM CHENG ST,4.0,1.2845581,103.8319423
31400,42 SIMS DR,GEYLANG,42,SIMS DR,12.0,1.3169784,103.876106
31404,42 STIRLING RD,QUEENSTOWN,42,STIRLING RD,2.0,1.29831275,103.8023298
31405,42 TANGLIN HALT RD,QUEENSTOWN,42,TANGLIN HALT RD,10.0,1.29844775,103.7986182
31408,42 TELOK BLANGAH RISE,BUKIT MERAH,42,TELOK BLANGAH RISE,14.0,1.2709197,103.8227725
31414,420 BEDOK NTH ST 1,BEDOK,420,BEDOK NTH ST 1,12.0,1.3277041,103.9287646
31419,420 BT BATOK WEST AVE 2,BUKIT BATOK,420,BT BATOK WEST AVE 2,12.0,1.3625277999999998,103.7458573
31427,420 CANBERRA RD,SEMBAWANG,420,CANBERRA RD,14.0,1.45251745,103.8185442
31434,420 CHOA CHU KANG AVE 4,CHOA CHU KANG,420,CHOA CHU KANG AVE 4,16.0,1.38145295,103.741485
31440,420 CLEMENTI AVE 1,CLEMENTI,420,CLEMENTI AVE 1,40.0,1.3096712,103.7685046
31445,420 FAJAR RD,BUKIT PANJANG,420,FAJAR RD,12.0,1.3847274,103.7693728
31450,420 HOUGANG AVE 10,HOUGANG,420,HOUGANG AVE 10,13.0,1.37567305,103.8950551
31457,420 JURONG WEST ST 42,JURONG WEST,420,JURONG WEST ST 42,12.0,1.35057025,103.7271878
31461,420 PASIR RIS DR 6,PASIR RIS,420,PASIR RIS DR 6,4.0,1.3714568,103.9544812
31462,420 SERANGOON CTRL,SERANGOON,420,SERANGOON CTRL,13.0,1.3493017499999997,103.874858
31471,420 TAMPINES ST 41,TAMPINES,420,TAMPINES ST 41,12.0,1.35785385,103.9475523
31479,420 WOODLANDS ST 41,WOODLANDS,420,WOODLANDS ST 41,12.0,1.42810055,103.7745959
31487,421 ANG MO KIO AVE 10,ANG MO KIO,421,ANG MO KIO AVE 10,13.0,1.3653871000000002,103.8529757
31498,421 BEDOK NTH RD,BEDOK,421,BEDOK NTH RD,14.0,1.3282884,103.9289458
31503,421 BT BATOK WEST AVE 2,BUKIT BATOK,421,BT BATOK WEST AVE 2,12.0,1.362452,103.7449575
31511,421 CANBERRA RD,SEMBAWANG,421,CANBERRA RD,14.0,1.4530214,103.8186871
31520,421 CHOA CHU KANG AVE 4,CHOA CHU KANG,421,CHOA CHU KANG AVE 4,12.0,1.3817447,103.7406962
31527,421 CLEMENTI AVE 1,CLEMENTI,421,CLEMENTI AVE 1,40.0,1.3091734,103.7686294
31537,421 FAJAR RD,BUKIT PANJANG,421,FAJAR RD,12.0,1.38447815,103.7697643
31540,421 HOUGANG AVE 10,HOUGANG,421,HOUGANG AVE 10,13.0,1.375025,103.8951028
31546,421 JURONG WEST ST 42,JURONG WEST,421,JURONG WEST ST 42,10.0,1.35024775,103.7271629
31552,421 PASIR RIS DR 6,PASIR RIS,421,PASIR RIS DR 6,11.0,1.37113825,103.9549933
31557,421 SERANGOON CTRL,SERANGOON,421,SERANGOON CTRL,13.0,1.3485719,103.8750609
31563,421 TAMPINES ST 41,TAMPINES,421,TAMPINES ST 41,12.0,1.3575107,103.9475445
31571,421 WOODLANDS ST 41,WOODLANDS,421,WOODLANDS ST 41,13.0,1.4279892,103.7751674
31578,422 ANG MO KIO AVE 3,ANG MO KIO,422,ANG MO KIO AVE 3,13.0,1.3679146,103.8514987
31585,422 BEDOK NTH RD,BEDOK,422,BEDOK NTH RD,14.0,1.3287637,103.9289911
31590,422 BT BATOK WEST AVE 2,BUKIT BATOK,422,BT BATOK WEST AVE 2,12.0,1.3621637,103.7458721
31598,422 CANBERRA RD,SEMBAWANG,422,CANBERRA RD,14.0,1.453263,103.8182029
31606,422 CHOA CHU KANG AVE 4,CHOA CHU KANG,422,CHOA CHU KANG AVE 4,16.0,1.382201,103.7410321
31614,422 FAJAR RD,BUKIT PANJANG,422,FAJAR RD,11.0,1.38501705,103.7696884
31618,422 HOUGANG AVE 6,HOUGANG,422,HOUGANG AVE 6,10.0,1.374837,103.8939577
31624,422 JURONG WEST ST 42,JURONG WEST,422,JURONG WEST ST 42,10.0,1.3504215000000002,103.72627089999999
31631,422 PASIR RIS DR 6,PASIR RIS,422,PASIR RIS DR 6,13.0,1.3705811500000002,103.95444379999999
31635,422 SERANGOON CTRL,SERANGOON,422,SERANGOON CTRL,13.0,1.348884,103.8759888
31642,422 TAMPINES ST 41,TAMPINES,422,TAMPINES ST 41,4.0,1.35730485,103.9470114
31646,423 ANG MO KIO AVE 3,ANG MO KIO,423,ANG MO KIO AVE 3,11.0,1.3687357,103.851589
31649,423 BEDOK NTH AVE 1,BEDOK,423,BEDOK NTH AVE 1,12.0,1.3279521,103.9275509
31656,423 BT BATOK WEST AVE 2,BUKIT BATOK,423,BT BATOK WEST AVE 2,12.0,1.3621242,103.7449608
31664,423 CANBERRA RD,SEMBAWANG,423,CANBERRA RD,14.0,1.45378655,103.8181913
31669,423 CHOA CHU KANG AVE 4,CHOA CHU KANG,423,CHOA CHU KANG AVE 4,12.0,1.3820039,103.7403462
31675,423 CLEMENTI AVE 1,CLEMENTI,423,CLEMENTI AVE 1,28.0,1.30939215,103.7698257
31684,423 FAJAR RD,BUKIT PANJANG,423,FAJAR RD,17.0,1.3854625,103.7691087
31687,423 HOUGANG AVE 6,HOUGANG,423,HOUGANG AVE 6,10.0,1.3741827,103.8935997
31694,423 JURONG WEST AVE 1,JURONG WEST,423,JURONG WEST AVE 1,8.0,1.3508807,103.7254671
31700,423 PASIR RIS DR 6,PASIR RIS,423,PASIR RIS DR 6,11.0,1.3701987000000002,103.95481490000002
31705,423 SERANGOON CTRL,SERANGOON,423,SERANGOON CTRL,13.0,1.34850815,103.8755842
31709,423 TAMPINES ST 41,TAMPINES,423,TAMPINES ST 41,12.0,1.35707895,103.9475988
31718,423 YISHUN AVE 11,YISHUN,423,YISHUN AVE 11,12.0,1.4228304,103.8482815
31725,424 ANG MO KIO AVE 3,ANG MO KIO,424,ANG MO KIO AVE 3,12.0,1.3686185,103.8508317
31733,424 BEDOK NTH AVE 1,BEDOK,424,BEDOK NTH AVE 1,12.0,1.32838355,103.927523
31741,424 BT BATOK WEST AVE 2,BUKIT BATOK,424,BT BATOK WEST AVE 2,4.0,1.3618252,103.7455958
31745,424 CANBERRA RD,SEMBAWANG,424,CANBERRA RD,14.0,1.4538829,103.8187878
31753,424 CHOA CHU KANG AVE 4,CHOA CHU KANG,424,CHOA CHU KANG AVE 4,4.0,1.38148815,103.7404028
31756,424 CLEMENTI AVE 1,CLEMENTI,424,CLEMENTI AVE 1,20.0,1.3095766,103.7706409
31765,424 HOUGANG AVE 6,HOUGANG,424,HOUGANG AVE 6,13.0,1.374085,103.8934168
31772,424 JURONG WEST AVE 1,JURONG WEST,424,JURONG WEST AVE 1,4.0,1.3510505,103.7248952
31775,424 PASIR RIS DR 6,PASIR RIS,424,PASIR RIS DR 6,4.0,1.37004175,103.9545027
31776,424 SERANGOON CTRL,SERANGOON,424,SERANGOON CTRL,13.0,1.34814725,103.8755858
31780,424 TAMPINES ST 41,TAMPINES,424,TAMPINES ST 41,12.0,1.3574324,103.9482419
31788,424 WOODLANDS ST 41,WOODLANDS,424,WOODLANDS ST 41,12.0,1.4271768,103.7753198
31795,424A YISHUN AVE 11,YISHUN,424A,YISHUN AVE 11,13.0,1.4232151,103.8482643
31799,424B YISHUN AVE 11,YISHUN,424B,YISHUN AVE 11,13.0,1.4232151,103.8482643
31802,424C YISHUN AVE 11,YISHUN,424C,YISHUN AVE 11,13.0,1.42324295,103.84912909999998
31810,424D YISHUN AVE 11,YISHUN,424D,YISHUN AVE 11,13.0,1.4226739,103.8492634
31818,425 ANG MO KIO AVE 3,ANG MO KIO,425,ANG MO KIO AVE 3,12.0,1.3691352499999998,103.8516177
31823,425 BEDOK NTH RD,BEDOK,425,BEDOK NTH RD,12.0,1.3293501000000003,103.92880990000002
31831,425 BT BATOK WEST AVE 2,BUKIT BATOK,425,BT BATOK WEST AVE 2,4.0,1.3617997,103.7452257
31835,425 CANBERRA RD,SEMBAWANG,425,CANBERRA RD,14.0,1.45427035,103.818721
31845,425 CHOA CHU KANG AVE 4,CHOA CHU KANG,425,CHOA CHU KANG AVE 4,12.0,1.3810575499999997,103.7393753
31852,425 CLEMENTI AVE 1,CLEMENTI,425,CLEMENTI AVE 1,40.0,1.30966795,103.7713313
31860,425 FAJAR RD,BUKIT PANJANG,425,FAJAR RD,17.0,1.3859263000000002,103.7694735
31865,425 HOUGANG AVE 6,HOUGANG,425,HOUGANG AVE 6,13.0,1.3734813,103.8934027
31870,425 JURONG WEST AVE 1,JURONG WEST,425,JURONG WEST AVE 1,8.0,1.3510367,103.7241943
31877,425 PASIR RIS DR 6,PASIR RIS,425,PASIR RIS DR 6,11.0,1.36969565,103.9552726
31883,425 SERANGOON AVE 1,SERANGOON,425,SERANGOON AVE 1,13.0,1.3481221,103.876619
31891,425 TAMPINES ST 41,TAMPINES,425,TAMPINES ST 41,12.0,1.35903605,103.9481862
31898,425 WOODLANDS ST 41,WOODLANDS,425,WOODLANDS ST 41,13.0,1.42718895,103.7739482
31907,425 YISHUN AVE 11,YISHUN,425,YISHUN AVE 11,12.0,1.4224023,103.8482956
31914,426 ANG MO KIO AVE 3,ANG MO KIO,426,ANG MO KIO AVE 3,12.0,1.3695214,103.8532909
31918,426 BEDOK NTH RD,BEDOK,426,BEDOK NTH RD,12.0,1.329789,103.9288099
31923,426 BT BATOK WEST AVE 2,BUKIT BATOK,426,BT BATOK WEST AVE 2,10.0,1.3618359,103.744653
31931,426 CHOA CHU KANG AVE 4,CHOA CHU KANG,426,CHOA CHU KANG AVE 4,16.0,1.3806655999999997,103.73904399999999
31936,426 CLEMENTI AVE 3,CLEMENTI,426,CLEMENTI AVE 3,12.0,1.31154005,103.7642679
31942,426 FAJAR RD,BUKIT PANJANG,426,FAJAR RD,4.0,1.3862602000000002,103.7694815
31943,426 HOUGANG AVE 6,HOUGANG,426,HOUGANG AVE 6,10.0,1.3737527,103.8930777
31949,426 JURONG WEST AVE 1,JURONG WEST,426,JURONG WEST AVE 1,16.0,1.351478,103.7250335
31956,426 PASIR RIS DR 6,PASIR RIS,426,PASIR RIS DR 6,12.0,1.36999295,103.9557605
31963,426 SERANGOON AVE 1,SERANGOON,426,SERANGOON AVE 1,13.0,1.3478027,103.8759582
31970,426 TAMPINES ST 41,TAMPINES,426,TAMPINES ST 41,13.0,1.3595607,103.9478935
31977,426 WOODLANDS ST 41,WOODLANDS,426,WOODLANDS ST 41,13.0,1.42666455,103.7736608
31985,426A YISHUN AVE 11,YISHUN,426A,YISHUN AVE 11,13.0,1.4231191,103.8465415
31992,426B YISHUN AVE 11,YISHUN,426B,YISHUN AVE 11,13.0,1.422773,103.8464835
31997,426C YISHUN AVE 11,YISHUN,426C,YISHUN AVE 11,13.0,1.42277125,103.8469827
32004,426D YISHUN AVE 11,YISHUN,426D,YISHUN AVE 11,13.0,1.42312115,103.8472749
32011,427 ANG MO KIO AVE 3,ANG MO KIO,427,ANG MO KIO AVE 3,12.0,1.3696827,103.853966
32015,427 BEDOK NTH RD,BEDOK,427,BEDOK NTH RD,12.0,1.3290657,103.9273597
32019,427 BT PANJANG RING RD,BUKIT PANJANG,427,BT PANJANG RING RD,17.0,1.3864917,103.7696955
32025,427 CHOA CHU KANG AVE 4,CHOA CHU KANG,427,CHOA CHU KANG AVE 4,12.0,1.38083575,103.7396887
32033,427 CLEMENTI AVE 3,CLEMENTI,427,CLEMENTI AVE 3,12.0,1.3119721500000001,103.76381289999998
